,,2020,,,,,,,,,
Road - All Sources,Mode,CO2,NOx,PM10 Exhaust,PM10 Brake,PM10 Tyre,PM10_Total,PM25 Exhaust,PM25 Brake,PM25 Tyre,PM25_Total
Total LAEI,,9097325.2,15879.2,217.0,1912.6,474.8,2604.3,191.8,761.1,332.3,1285.3
Central Total,All Modes,253619.7,624.5,11.2,45.7,8.5,65.5,10.0,18.2,6.0,34.2
Central,Motorcycle,8187.8,5.1,0.4,1.3,0.2,1.9,0.3,0.5,0.2,1.0
Central,Taxi,45727.9,111.1,5.2,6.0,1.3,12.6,4.7,2.4,0.9,8.0
Central,PetrolCar,41672.7,17.8,0.5,7.8,1.7,10.0,0.4,3.1,1.2,4.7
Central,DieselCar,43154.2,101.8,1.6,9.6,2.1,13.3,1.4,3.8,1.5,6.7
Central,PetrolLgv,701.8,0.6,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.1
Central,DieselLgv,27373.1,58.6,0.9,6.3,1.4,8.6,0.8,2.5,1.0,4.3
Central,LTBus,44315.4,173.3,1.6,6.8,0.7,9.0,1.4,2.7,0.5,4.6
Central,Coach,15807.6,77.6,0.6,1.7,0.2,2.5,0.6,0.7,0.1,1.3
Central,Rigid,22018.0,70.8,0.5,5.5,0.7,6.6,0.4,2.2,0.5,3.1
Central,Artic,4661.2,7.9,0.0,0.6,0.2,0.8,0.0,0.2,0.1,0.4
Inner Total,All Modes,1821209.5,3798.6,48.8,429.1,86.0,563.8,43.3,170.8,60.2,274.2
Inner,Motorcycle,33661.0,22.8,1.9,5.9,1.1,8.9,1.6,2.4,0.8,4.7
Inner,Taxi,94396.6,255.7,9.9,14.6,3.3,27.8,8.9,5.8,2.3,17.0
Inner,PetrolCar,475826.5,214.2,6.2,110.5,24.7,141.3,5.1,44.0,17.3,66.4
Inner,DieselCar,523172.6,1207.9,14.4,135.0,30.2,179.6,12.9,53.7,21.1,87.8
Inner,PetrolLgv,5228.7,5.7,0.0,1.2,0.3,1.5,0.0,0.5,0.2,0.7
Inner,DieselLgv,208012.1,453.1,4.5,58.3,13.2,76.0,4.1,23.2,9.2,36.5
Inner,LTBus,175256.3,718.2,5.7,34.8,3.7,44.2,5.1,13.9,2.6,21.6
Inner,Coach,64245.0,317.6,2.2,8.7,0.9,11.9,2.0,3.5,0.6,6.1
Inner,Rigid,186128.3,528.7,3.4,52.1,6.4,62.0,3.1,20.7,4.5,28.4
Inner,Artic,55282.4,74.6,0.5,7.9,2.2,10.5,0.4,3.1,1.5,5.1
Outer Total,All Modes,4133102.6,7327.8,96.1,985.9,227.6,1309.7,84.9,392.4,159.3,636.6
Outer,Motorcycle,33756.5,30.1,2.2,6.0,1.2,9.4,1.8,2.4,0.9,5.1
Outer,Taxi,89859.4,248.2,8.4,13.6,3.4,25.4,7.5,5.4,2.4,15.3
Outer,PetrolCar,1234508.2,584.9,19.0,295.0,72.5,386.4,15.8,117.4,50.7,183.9
Outer,DieselCar,1389838.2,3238.4,40.5,360.5,88.6,489.6,36.4,143.5,62.0,241.9
Outer,PetrolLgv,10714.7,15.3,0.1,2.5,0.6,3.2,0.1,1.0,0.4,1.5
Outer,DieselLgv,448027.7,991.3,9.5,121.9,30.7,162.0,8.5,48.5,21.5,78.5
Outer,LTBus,222623.7,838.5,6.5,51.0,5.6,63.1,5.8,20.3,3.9,30.1
Outer,Coach,80878.1,368.4,2.5,12.7,1.4,16.7,2.3,5.1,1.0,8.3
Outer,Rigid,388471.2,836.7,6.0,98.6,14.0,118.6,5.4,39.2,9.8,54.4
Outer,Artic,234424.9,176.0,1.5,24.2,9.5,35.3,1.4,9.6,6.7,17.7
NonGLA Total,All Modes,2889393.4,4128.3,60.9,451.8,152.6,665.3,53.6,179.8,106.8,340.2
NonGLA,Motorcycle,15313.7,20.9,1.0,1.9,0.5,3.4,0.9,0.8,0.4,2.0
NonGLA,Taxi,44901.4,115.9,4.1,4.1,1.4,9.6,3.6,1.6,1.0,6.3
NonGLA,PetrolCar,758853.0,341.7,15.6,129.9,43.7,189.2,13.0,51.7,30.6,95.3
NonGLA,DieselCar,852136.1,2027.6,25.2,158.7,53.4,237.3,22.6,63.2,37.4,123.1
NonGLA,PetrolLgv,7726.3,14.0,0.1,1.2,0.4,1.7,0.1,0.5,0.3,0.8
NonGLA,DieselLgv,360302.0,735.8,6.8,58.1,21.0,85.9,6.1,23.1,14.7,43.9
NonGLA,LTBus,47712.1,141.9,1.1,8.7,1.3,11.1,1.0,3.5,0.9,5.4
NonGLA,Coach,16896.5,58.7,0.4,2.2,0.3,2.9,0.4,0.9,0.2,1.5
NonGLA,Rigid,279069.4,404.3,3.6,47.5,9.6,60.7,3.2,18.9,6.7,28.9
NonGLA,Artic,506483.0,267.5,3.0,39.5,20.9,63.4,2.7,15.7,14.7,33.1
Total GLA,,6207931.8,11750.9,156.1,1460.8,322.1,1939.0,138.2,581.3,225.5,945.0
,,,,,,,,,,,
,,,,,,,,,,,
,,2020,,,,,,,,,
Road - All Sources,Mode,CO2,NOx,PM10 Exhaust,PM10 Brake,PM10 Tyre,PM10_Total,PM25 Exhaust,PM25 Brake,PM25 Tyre,PM25_Total
Total LAEI,,9097325.2,15879.2,217.0,1912.6,474.8,2604.3,191.8,761.1,332.3,1285.3
Enfield Total,All Modes,347901.7,551.3,7.5,68.2,18.2,93.9,6.6,27.1,12.7,46.5
Enfield,Motorcycle,1759.3,1.6,0.1,0.3,0.1,0.5,0.1,0.1,0.0,0.3
Enfield,Taxi,6821.7,18.1,0.6,0.9,0.2,1.7,0.6,0.3,0.2,1.1
Enfield,PetrolCar,95227.0,43.7,1.6,20.0,5.4,27.0,1.3,7.9,3.8,13.1
Enfield,DieselCar,106502.4,248.4,3.1,24.4,6.6,34.1,2.8,9.7,4.6,17.1
Enfield,PetrolLgv,854.3,1.3,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.1
Enfield,DieselLgv,36786.4,78.6,0.7,8.5,2.4,11.6,0.7,3.4,1.6,5.7
Enfield,LTBus,12733.6,47.5,0.4,2.8,0.3,3.5,0.3,1.1,0.2,1.7
Enfield,Coach,4613.4,20.8,0.1,0.7,0.1,0.9,0.1,0.3,0.1,0.5
Enfield,Rigid,35540.3,65.3,0.5,7.3,1.2,9.1,0.5,2.9,0.9,4.3
Enfield,Artic,47063.4,26.2,0.3,3.1,1.8,5.2,0.3,1.2,1.2,2.7
Barnet Total,All Modes,356293.8,628.1,8.4,81.6,19.4,109.3,7.4,32.5,13.6,53.4
Barnet,Motorcycle,2968.0,3.1,0.2,0.5,0.1,0.8,0.2,0.2,0.1,0.4
Barnet,Taxi,8329.5,22.7,0.8,1.2,0.3,2.3,0.7,0.5,0.2,1.4
Barnet,PetrolCar,110068.7,50.9,1.8,25.0,6.3,33.1,1.5,10.0,4.4,15.9
Barnet,DieselCar,123465.6,288.2,3.5,30.6,7.7,41.8,3.1,12.2,5.4,20.7
Barnet,PetrolLgv,943.9,1.4,0.0,0.2,0.1,0.3,0.0,0.1,0.0,0.1
Barnet,DieselLgv,40502.6,87.2,0.8,9.9,2.6,13.3,0.7,3.9,1.8,6.5
Barnet,LTBus,18343.5,67.7,0.5,4.0,0.5,5.0,0.5,1.6,0.3,2.4
Barnet,Coach,6669.0,29.5,0.2,1.0,0.1,1.3,0.2,0.4,0.1,0.7
Barnet,Rigid,31702.0,66.2,0.5,7.8,1.2,9.5,0.4,3.1,0.8,4.4
Barnet,Artic,13301.0,11.2,0.1,1.4,0.5,2.1,0.1,0.6,0.4,1.0
Waltham Forest Total,All Modes,162335.4,296.7,4.0,39.2,9.0,52.2,3.5,15.6,6.3,25.4
Waltham Forest,Motorcycle,1308.9,1.2,0.1,0.2,0.0,0.4,0.1,0.1,0.0,0.2
Waltham Forest,Taxi,6020.9,16.2,0.5,0.9,0.2,1.6,0.5,0.3,0.2,1.0
Waltham Forest,PetrolCar,47911.0,22.6,0.7,11.4,2.8,15.0,0.6,4.5,2.0,7.1
Waltham Forest,DieselCar,53807.6,123.4,1.5,14.0,3.5,19.0,1.4,5.6,2.4,9.4
Waltham Forest,PetrolLgv,458.8,0.7,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1
Waltham Forest,DieselLgv,19104.3,42.4,0.4,5.2,1.3,7.0,0.4,2.1,0.9,3.4
Waltham Forest,LTBus,9198.7,36.1,0.3,2.0,0.2,2.5,0.3,0.8,0.2,1.2
Waltham Forest,Coach,3358.3,15.9,0.1,0.5,0.1,0.7,0.1,0.2,0.0,0.3
Waltham Forest,Rigid,15828.0,33.7,0.2,4.2,0.6,5.0,0.2,1.7,0.4,2.3
Waltham Forest,Artic,5338.9,4.6,0.0,0.7,0.2,1.0,0.0,0.3,0.2,0.5
Harrow Total,All Modes,127271.1,239.8,3.0,33.8,7.2,43.9,2.6,13.4,5.0,21.1
Harrow,Motorcycle,853.4,0.7,0.1,0.2,0.0,0.2,0.0,0.1,0.0,0.1
Harrow,Taxi,1943.6,5.8,0.2,0.3,0.1,0.6,0.2,0.1,0.1,0.4
Harrow,PetrolCar,41600.0,20.4,0.6,10.9,2.5,13.9,0.5,4.3,1.7,6.5
Harrow,DieselCar,47421.8,113.4,1.4,13.3,3.0,17.6,1.2,5.3,2.1,8.6
Harrow,PetrolLgv,305.3,0.4,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0
Harrow,DieselLgv,12504.8,29.1,0.3,3.8,0.9,5.0,0.2,1.5,0.6,2.4
Harrow,LTBus,7739.9,30.5,0.2,1.8,0.2,2.3,0.2,0.7,0.1,1.1
Harrow,Coach,2858.7,13.4,0.1,0.5,0.0,0.6,0.1,0.2,0.0,0.3
Harrow,Rigid,9010.1,22.9,0.1,2.6,0.3,3.1,0.1,1.0,0.2,1.4
Harrow,Artic,3033.5,3.3,0.0,0.4,0.1,0.6,0.0,0.2,0.1,0.3
Redbridge Total,All Modes,230660.9,388.7,5.4,54.9,13.1,73.4,4.7,21.8,9.2,35.8
Redbridge,Motorcycle,1624.3,1.5,0.1,0.3,0.1,0.5,0.1,0.1,0.0,0.2
Redbridge,Taxi,6166.6,16.5,0.5,0.9,0.2,1.6,0.5,0.3,0.2,1.0
Redbridge,PetrolCar,70652.7,33.0,1.1,16.8,4.2,22.1,0.9,6.7,3.0,10.5
Redbridge,DieselCar,79114.3,179.7,2.3,20.5,5.2,27.9,2.1,8.2,3.6,13.8
Redbridge,PetrolLgv,611.3,0.9,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.1
Redbridge,DieselLgv,25762.3,55.3,0.5,6.8,1.8,9.1,0.5,2.7,1.2,4.4
Redbridge,LTBus,9880.6,36.3,0.3,2.2,0.3,2.8,0.3,0.9,0.2,1.3
Redbridge,Coach,3550.0,16.0,0.1,0.6,0.1,0.7,0.1,0.2,0.0,0.4
Redbridge,Rigid,21824.2,41.5,0.3,5.4,0.8,6.6,0.3,2.2,0.6,3.0
Redbridge,Artic,11474.6,7.9,0.1,1.3,0.5,1.9,0.1,0.5,0.3,0.9
Havering Total,All Modes,316192.4,478.5,6.6,58.2,16.6,81.5,5.9,23.1,11.7,40.7
Havering,Motorcycle,1705.7,2.0,0.1,0.3,0.1,0.4,0.1,0.1,0.0,0.2
Havering,Taxi,4507.7,12.0,0.4,0.5,0.2,1.1,0.4,0.2,0.1,0.7
Havering,PetrolCar,81652.4,38.2,1.5,16.6,4.8,22.9,1.2,6.6,3.4,11.2
Havering,DieselCar,92042.1,216.9,2.8,20.3,5.9,29.0,2.5,8.1,4.1,14.7
Havering,PetrolLgv,690.5,1.2,0.0,0.1,0.0,0.2,0.0,0.1,0.0,0.1
Havering,DieselLgv,30585.0,65.8,0.6,6.5,2.0,9.1,0.6,2.6,1.4,4.5
Havering,LTBus,11838.2,42.3,0.3,2.8,0.3,3.4,0.3,1.1,0.2,1.6
Havering,Coach,4283.7,18.4,0.1,0.7,0.1,0.9,0.1,0.3,0.1,0.4
Havering,Rigid,33737.7,54.7,0.5,6.4,1.2,8.1,0.4,2.6,0.8,3.8
Havering,Artic,55149.2,27.0,0.3,3.9,2.2,6.4,0.3,1.5,1.5,3.4
Hillingdon Total,All Modes,366846.9,622.4,8.7,78.8,20.3,107.7,7.7,31.3,14.2,53.2
Hillingdon,Motorcycle,2225.6,2.5,0.2,0.3,0.1,0.6,0.1,0.1,0.1,0.3
Hillingdon,Taxi,8819.5,24.0,0.8,1.2,0.3,2.3,0.7,0.5,0.2,1.4
Hillingdon,PetrolCar,108990.0,51.3,1.9,23.4,6.5,31.8,1.6,9.3,4.5,15.5
Hillingdon,DieselCar,122825.2,287.5,3.7,28.6,7.9,40.3,3.3,11.4,5.6,20.3
Hillingdon,PetrolLgv,851.8,1.4,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.1
Hillingdon,DieselLgv,37125.9,80.4,0.8,8.7,2.5,11.9,0.7,3.5,1.7,5.9
Hillingdon,LTBus,19256.4,64.2,0.5,4.6,0.5,5.6,0.5,1.8,0.4,2.7
Hillingdon,Coach,6827.1,28.1,0.2,1.1,0.1,1.5,0.2,0.5,0.1,0.7
Hillingdon,Rigid,39899.4,69.4,0.6,8.4,1.4,10.4,0.5,3.3,1.0,4.8
Hillingdon,Artic,20026.1,13.7,0.1,2.1,0.8,3.1,0.1,0.8,0.6,1.5
Brent Total,All Modes,194627.7,372.7,4.6,50.0,10.4,64.9,4.1,19.9,7.3,31.2
Brent,Motorcycle,1586.8,1.1,0.1,0.3,0.1,0.4,0.1,0.1,0.0,0.2
Brent,Taxi,5498.6,15.3,0.5,0.9,0.2,1.7,0.5,0.4,0.1,1.0
Brent,PetrolCar,57947.1,27.1,0.8,14.7,3.3,18.8,0.7,5.8,2.3,8.8
Brent,DieselCar,64957.4,149.7,1.8,17.9,4.0,23.7,1.6,7.1,2.8,11.6
Brent,PetrolLgv,475.9,0.6,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1
Brent,DieselLgv,19143.4,43.0,0.4,5.8,1.3,7.5,0.4,2.3,0.9,3.6
