,,2010,,,,,,,,,
Road - All Sources,Mode,CO2,NOx,PM10 Exhaust,PM10 Brake,PM10 Tyre,PM10_Total,PM25 Exhaust,PM25 Brake,PM25 Tyre,PM25_Total
Total LAEI,,9986487.1,34619.5,869.8,1819.6,456.1,3145.6,776.3,724.1,319.3,1819.7
Central Total,All Modes,258367.0,1142.0,35.2,44.1,8.2,87.5,31.5,17.5,5.7,54.8
Central,Motorcycle,8023.2,8.3,0.9,1.2,0.2,2.4,0.8,0.5,0.2,1.4
Central,Taxi,43282.8,156.8,11.9,5.8,1.3,19.0,10.7,2.3,0.9,13.9
Central,PetrolCar,65903.0,78.3,0.7,11.1,2.4,14.2,0.6,4.4,1.7,6.7
Central,DieselCar,28816.1,121.3,6.7,5.7,1.2,13.6,6.0,2.3,0.9,9.2
Central,PetrolLgv,1335.9,2.8,0.0,0.2,0.1,0.3,0.0,0.1,0.0,0.1
Central,DieselLgv,25704.0,102.9,7.8,6.0,1.3,15.1,7.0,2.4,0.9,10.3
Central,LTBus,45004.5,370.7,1.4,6.5,0.7,8.6,1.2,2.6,0.5,4.3
Central,Coach,14800.9,116.4,2.1,1.6,0.2,3.8,1.8,0.6,0.1,2.6
Central,Rigid,21029.8,153.3,3.1,5.3,0.6,9.1,2.8,2.1,0.4,5.4
Central,Artic,4466.7,31.3,0.5,0.6,0.2,1.3,0.5,0.2,0.1,0.8
Inner Total,All Modes,1942425.9,7237.8,179.1,412.5,82.8,674.4,160.0,164.1,58.0,382.1
Inner,Motorcycle,33175.3,38.7,4.4,5.7,1.1,11.2,3.7,2.3,0.8,6.7
Inner,Taxi,89829.3,361.3,22.7,14.0,3.2,39.9,20.4,5.6,2.2,28.2
Inner,PetrolCar,781698.8,874.1,8.9,155.8,34.9,199.5,7.4,62.0,24.4,93.8
Inner,DieselCar,359021.8,1436.4,59.8,80.2,18.0,158.0,53.7,31.9,12.6,98.2
Inner,PetrolLgv,10003.1,22.2,0.1,2.3,0.5,2.9,0.1,0.9,0.4,1.3
Inner,DieselLgv,197182.6,792.7,40.4,54.9,12.5,107.7,36.3,21.8,8.7,66.8
Inner,LTBus,179086.0,1573.1,5.2,33.5,3.6,42.3,4.7,13.3,2.5,20.5
Inner,Coach,60311.3,487.0,7.9,8.4,0.9,17.2,7.1,3.3,0.6,11.1
Inner,Rigid,178940.3,1287.0,24.1,50.1,6.2,80.4,21.7,19.9,4.3,45.9
Inner,Artic,53177.4,365.3,5.6,7.6,2.1,15.2,5.0,3.0,1.5,9.5
Outer Total,All Modes,4570377.3,15276.9,382.8,940.1,218.8,1541.7,341.6,374.1,153.2,868.9
Outer,Motorcycle,33576.2,52.3,5.1,5.7,1.2,12.0,4.2,2.3,0.8,7.4
Outer,Taxi,86545.1,352.5,19.5,13.0,3.3,35.7,17.5,5.2,2.3,24.9
Outer,PetrolCar,2104483.3,2561.7,27.8,412.7,102.2,542.8,23.2,164.2,71.5,259.0
Outer,DieselCar,981901.4,3927.6,166.3,212.6,52.6,431.6,149.3,84.6,36.9,270.8
Outer,PetrolLgv,20741.6,57.1,0.2,4.7,1.2,6.2,0.2,1.9,0.8,2.9
Outer,DieselLgv,431356.4,1745.6,84.5,113.8,28.9,227.1,75.9,45.3,20.2,141.3
Outer,LTBus,229787.9,1983.3,6.2,48.9,5.4,60.6,5.6,19.5,3.8,28.8
Outer,Coach,76473.5,599.1,9.3,12.2,1.4,22.9,8.4,4.9,1.0,14.2
Outer,Rigid,377631.4,2603.8,44.0,93.8,13.5,151.2,39.5,37.3,9.4,86.3
Outer,Artic,227880.5,1394.0,19.8,22.7,9.1,51.6,17.8,9.0,6.4,33.2
NonGLA Total,All Modes,3215316.9,10962.8,272.7,423.0,146.3,842.0,243.2,168.3,102.4,514.0
NonGLA,Motorcycle,15366.6,35.2,2.4,1.8,0.5,4.7,2.0,0.7,0.3,3.1
NonGLA,Taxi,43820.5,166.4,9.7,3.9,1.4,14.9,8.7,1.5,1.0,11.2
NonGLA,PetrolCar,1333813.7,1721.5,23.4,178.8,61.4,263.7,19.5,71.2,43.0,133.7
NonGLA,DieselCar,619643.8,2523.9,103.9,92.1,31.6,227.6,93.3,36.7,22.1,152.1
NonGLA,PetrolLgv,15216.0,49.4,0.2,2.2,0.8,3.2,0.2,0.9,0.6,1.6
NonGLA,DieselLgv,352934.9,1315.0,62.1,53.2,19.8,135.1,55.8,21.2,13.8,90.8
NonGLA,LTBus,49780.4,384.9,1.1,8.3,1.2,10.6,1.0,3.3,0.9,5.2
NonGLA,Coach,16219.6,112.7,1.6,2.1,0.3,4.0,1.5,0.8,0.2,2.5
NonGLA,Rigid,273885.0,1773.1,27.8,44.4,9.2,81.4,25.0,17.7,6.5,49.1
NonGLA,Artic,494636.5,2880.6,40.4,36.3,20.0,96.7,36.3,14.4,14.0,64.8
Total GLA,,6771170.2,23656.7,597.1,1396.6,309.8,2303.5,533.1,555.8,216.9,1305.7
,,,,,,,,,,,
,,,,,,,,,,,
,,2010,,,,,,,,,
Road - All Sources,Mode,CO2,NOx,PM10 Exhaust,PM10 Brake,PM10 Tyre,PM10_Total,PM25 Exhaust,PM25 Brake,PM25 Tyre,PM25_Total
Total LAEI,,9986487.1,34619.5,869.8,1819.6,456.1,3145.6,776.3,724.1,319.3,1819.7
Enfield Total,All Modes,382871.5,1313.3,32.0,64.5,17.5,114.0,28.6,25.7,12.2,66.5
Enfield,Motorcycle,1749.4,2.7,0.3,0.3,0.1,0.6,0.2,0.1,0.0,0.4
Enfield,Taxi,6594.6,25.9,1.5,0.8,0.2,2.5,1.3,0.3,0.2,1.8
Enfield,PetrolCar,163400.6,199.8,2.4,27.7,7.6,37.8,2.0,11.0,5.4,18.4
Enfield,DieselCar,75789.5,303.6,12.7,14.3,3.9,30.9,11.4,5.7,2.8,19.8
Enfield,PetrolLgv,1661.9,4.7,0.0,0.3,0.1,0.4,0.0,0.1,0.1,0.2
Enfield,DieselLgv,35579.3,139.0,6.7,7.9,2.2,16.8,6.0,3.1,1.6,10.7
Enfield,LTBus,13143.9,112.5,0.4,2.7,0.3,3.4,0.3,1.1,0.2,1.6
Enfield,Coach,4364.4,34.0,0.5,0.7,0.1,1.3,0.5,0.3,0.1,0.8
Enfield,Rigid,34672.1,230.8,3.8,6.9,1.2,11.9,3.4,2.7,0.8,7.0
Enfield,Artic,45915.9,260.3,3.8,2.8,1.7,8.3,3.4,1.1,1.2,5.7
Barnet Total,All Modes,395912.0,1275.0,32.6,77.9,18.7,129.2,29.1,31.0,13.1,73.2
Barnet,Motorcycle,2959.5,5.2,0.4,0.5,0.1,1.0,0.4,0.2,0.1,0.6
Barnet,Taxi,8029.7,32.2,1.8,1.2,0.3,3.3,1.7,0.5,0.2,2.3
Barnet,PetrolCar,187639.0,225.1,2.6,35.0,8.9,46.6,2.2,13.9,6.2,22.4
Barnet,DieselCar,87309.3,350.2,14.3,18.0,4.6,37.0,12.9,7.2,3.2,23.3
Barnet,PetrolLgv,1833.3,5.1,0.0,0.4,0.1,0.5,0.0,0.2,0.1,0.2
Barnet,DieselLgv,39129.6,154.1,7.4,9.2,2.5,19.1,6.7,3.7,1.7,12.1
Barnet,LTBus,18949.9,161.5,0.5,3.8,0.4,4.8,0.5,1.5,0.3,2.3
Barnet,Coach,6313.5,48.7,0.8,1.0,0.1,1.8,0.7,0.4,0.1,1.1
